main_sound,level,hanja,meaning,radical,strokes,total_strokes
난,4급Ⅱ,難,"[[['어려울'], ['난']]]",隹,11,19
노,4급Ⅱ,怒,"[[['성낼'], ['노']]]",心,5,9
노,4급Ⅱ,努,"[[['힘쓸'], ['노']]]",力,5,7
단,4급Ⅱ,斷,"[[['끊을'], ['단']]]",斤,14,18
단,4급Ⅱ,單,"[[['홑'], ['단']]]",口,9,12
단,4급Ⅱ,檀,"[[['박달나무'], ['단']]]",木,13,17
단,4급Ⅱ,端,"[[['끝'], ['단']]]",立,9,14
달,4급Ⅱ,達,"[[['통달할'], ['달']]]",辵,9,13
담,4급Ⅱ,擔,"[[['멜'], ['담']]]",手,13,16
당,4급Ⅱ,黨,"[[['무리'], ['당']]]",黑,8,20
대,4급Ⅱ,帶,"[[['띠'], ['대']]]",巾,8,11
대,4급Ⅱ,隊,"[[['무리'], ['대']]]",阜,9,12
도,4급Ⅱ,導,"[[['인도할'], ['도']]]",寸,13,16
독,4급Ⅱ,毒,"[[['독'], ['독']]]",毋,5,9
독,4급Ⅱ,督,"[[['감독할'], ['독']]]",目,8,13
동,4급Ⅱ,銅,"[[['구리'], ['동']]]",金,6,14
두,4급Ⅱ,斗,"[[['말'], ['두']]]",斗,0,4
두,4급Ⅱ,豆,"[[['콩'], ['두']]]",豆,0,7
득,4급Ⅱ,得,"[[['얻을'], ['득']]]",彳,8,11
등,4급Ⅱ,燈,"[[['등'], ['등']]]",火,12,16
라,4급Ⅱ,羅,"[[['벌릴'], ['라']]]",网,14,19
량,4급Ⅱ,兩,"[[['두'], ['량']]]",入,6,8
려,4급Ⅱ,麗,"[[['고울'], ['려']]]",鹿,8,19
련,4급Ⅱ,連,"[[['이을'], ['련']]]",辵,7,11
렬,4급Ⅱ,列,"[[['벌릴'], ['렬']]]",刀,4,6
록,4급Ⅱ,錄,"[[['기록할'], ['록']]]",金,8,16
론,4급Ⅱ,論,"[[['논할'], ['론']]]",言,8,15
류,4급Ⅱ,留,"[[['머무를'], ['류']]]",田,5,10
률,4급Ⅱ,律,"[[['법칙'], ['률']]]",彳,6,9
만,4급Ⅱ,滿,"[[['찰'], ['만']]]",水,11,14
맥,4급Ⅱ,脈,"[[['줄기'], ['맥']]]",肉,6,10
모,4급Ⅱ,毛,"[[['터럭'], ['모']]]",毛,0,4
목,4급Ⅱ,牧,"[[['칠[養]'], ['목']]]",牛,4,8
무,4급Ⅱ,務,"[[['힘쓸'], ['무']]]",力,9,11
무,4급Ⅱ,武,"[[['호반'], ['무']]]",止,4,8
미,4급Ⅱ,未,"[[['아닐'], ['미']]]",木,1,5
미,4급Ⅱ,味,"[[['맛'], ['미']]]",口,5,8
밀,4급Ⅱ,密,"[[['빽빽할'], ['밀']]]",宀,8,11
박,4급Ⅱ,博,"[[['넓을'], ['박']]]",十,10,12
방,4급Ⅱ,防,"[[['막을'], ['방']]]",阜,4,7
방,4급Ⅱ,房,"[[['방'], ['방']]]",戶,4,8
방,4급Ⅱ,訪,"[[['찾을'], ['방']]]",言,4,11
배,4급Ⅱ,拜,"[[['절'], ['배']]]",手,5,9
배,4급Ⅱ,背,"[[['등'], ['배']]]",肉,5,9
배,4급Ⅱ,配,"[[['나눌', '짝'], ['배']]]",酉,3,10
벌,4급Ⅱ,罰,"[[['벌할'], ['벌']]]",网,9,14
벌,4급Ⅱ,伐,"[[['칠[討]'], ['벌']]]",人,4,6
벽,4급Ⅱ,壁,"[[['벽'], ['벽']]]",土,13,16
변,4급Ⅱ,邊,"[[['가[側]'], ['변']]]",辵,15,19
보,4급Ⅱ,保,"[[['지킬'], ['보']]]",人,7,9
보,4급Ⅱ,步,"[[['걸음'], ['보']]]",止,3,7
보,4급Ⅱ,報,"[[['갚을', '알릴'], ['보']]]",土,9,12
보,4급Ⅱ,寶,"[[['보배'], ['보']]]",宀,17,20
복,4급Ⅱ,復,"[[['회복할'], ['복']], [['다시'], ['부']]]",彳,9,12
부,4급Ⅱ,府,"[[['마을[官廳]'], ['부']]]",广,5,8
부,4급Ⅱ,富,"[[['부자'], ['부']]]",宀,9,12
부,4급Ⅱ,副,"[[['버금'], ['부']]]",刀,9,11
부,4급Ⅱ,婦,"[[['며느리'], ['부']]]",女,8,11
불,4급Ⅱ,佛,"[[['부처'], ['불']]]",人,5,7
비,4급Ⅱ,飛,"[[['날'], ['비']]]",飛,0,9
비,4급Ⅱ,備,"[[['갖출'], ['비']]]",人,10,12
비,4급Ⅱ,非,"[[['아닐'], ['비']]]",非,0,8
비,4급Ⅱ,悲,"[[['슬플'], ['비']]]",心,8,12
빈,4급Ⅱ,貧,"[[['가난할'], ['빈']]]",貝,4,11
사,4급Ⅱ,寺,"[[['절'], ['사']]]",寸,3,6
사,4급Ⅱ,師,"[[['스승'], ['사']]]",巾,7,10
사,4급Ⅱ,謝,"[[['사례할'], ['사']]]",言,10,17
사,4급Ⅱ,舍,"[[['집'], ['사']]]",舌,2,8
살,4급Ⅱ,殺,"[[['죽일'], ['살']], [['감할', '빠를'], ['쇄']]]",殳,7,11
상,4급Ⅱ,常,"[[['떳떳할'], ['상']]]",巾,8,11
상,4급Ⅱ,床,"[[['상'], ['상']]]",广,4,7
상,4급Ⅱ,想,"[[['생각'], ['상']]]",心,9,13
상,4급Ⅱ,狀,"[[['형상'], ['상']], [['문서'], ['장']]]",犬,4,8
설,4급Ⅱ,設,"[[['베풀'], ['설']]]",言,4,11
성,4급Ⅱ,誠,"[[['정성'], ['성']]]",言,7,14
성,4급Ⅱ,聲,"[[['소리'], ['성']]]",耳,11,17
성,4급Ⅱ,盛,"[[['성할'], ['성']]]",皿,7,12
성,4급Ⅱ,聖,"[[['성인'], ['성']]]",耳,7,13
성,4급Ⅱ,城,"[[['재'], ['성']]]",土,7,10
성,4급Ⅱ,星,"[[['별'], ['성']]]",日,5,9
세,4급Ⅱ,勢,"[[['형세'], ['세']]]",力,11,13
세,4급Ⅱ,稅,"[[['세금'], ['세']]]",禾,7,12
세,4급Ⅱ,細,"[[['가늘'], ['세']]]",糸,5,11
소,4급Ⅱ,笑,"[[['웃음'], ['소']]]",竹,4,10
소,4급Ⅱ,掃,"[[['쓸[掃除]'], ['소']]]",手,8,11
소,4급Ⅱ,素,"[[['본디', '흴[白]'], ['소']]]",糸,4,10
속,4급Ⅱ,續,"[[['이을'], ['속']]]",糸,15,21
속,4급Ⅱ,俗,"[[['풍속'], ['속']]]",人,7,9
송,4급Ⅱ,送,"[[['보낼'], ['송']]]",辵,6,10
수,4급Ⅱ,修,"[[['닦을'], ['수']]]",人,8,10
수,4급Ⅱ,受,"[[['받을'], ['수']]]",又,6,8
수,4급Ⅱ,守,"[[['지킬'], ['수']]]",宀,3,6
수,4급Ⅱ,授,"[[['줄'], ['수']]]",手,8,11
수,4급Ⅱ,收,"[[['거둘'], ['수']]]",攴,2,6
순,4급Ⅱ,純,"[[['순수할'], ['순']]]",糸,4,10
승,4급Ⅱ,承,"[[['이을'], ['승']]]",手,4,8
시,4급Ⅱ,詩,"[[['시'], ['시']]]",言,6,13
시,4급Ⅱ,試,"[[['시험'], ['시']]]",言,6,13
시,4급Ⅱ,視,"[[['볼'], ['시']]]",見,5,12
시,4급Ⅱ,施,"[[['베풀'], ['시']]]",方,5,9
시,4급Ⅱ,是,"[[['이[斯]', '옳을'], ['시']]]",日,5,9
식,4급Ⅱ,息,"[[['쉴'], ['식']]]",心,6,10
신,4급Ⅱ,申,"[[['납[猿]'], ['신']]]",田,0,5
심,4급Ⅱ,深,"[[['깊을'], ['심']]]",水,8,11
안,4급Ⅱ,眼,"[[['눈'], ['안']]]",目,6,11
암,4급Ⅱ,暗,"[[['어두울'], ['암']]]",日,9,13
압,4급Ⅱ,壓,"[[['누를'], ['압']]]",土,14,17
액,4급Ⅱ,液,"[[['진'], ['액']]]",水,8,11
양,4급Ⅱ,羊,"[[['양'], ['양']]]",羊,0,6
여,4급Ⅱ,餘,"[[['남을'], ['여']]]",食,7,16
여,4급Ⅱ,如,"[[['같을'], ['여']]]",女,3,6
역,4급Ⅱ,逆,"[[['거스릴'], ['역']]]",辵,6,10
연,4급Ⅱ,煙,"[[['연기'], ['연']]]",火,9,13
연,4급Ⅱ,硏,"[[['갈'], ['연']]]",石,6,11
연,4급Ⅱ,演,"[[['펼'], ['연']]]",水,11,14
영,4급Ⅱ,榮,"[[['영화'], ['영']]]",木,10,14
예,4급Ⅱ,藝,"[[['재주'], ['예']]]",艸,15,19
오,4급Ⅱ,誤,"[[['그르칠'], ['오']]]",言,7,14
옥,4급Ⅱ,玉,"[[['구슬'], ['옥']]]",玉,0,5
왕,4급Ⅱ,往,"[[['갈'], ['왕']]]",彳,5,8
요,4급Ⅱ,謠,"[[['노래'], ['요']]]",言,10,17
용,4급Ⅱ,容,"[[['얼굴'], ['용']]]",宀,7,10
원,4급Ⅱ,圓,"[[['둥글'], ['원']]]",囗,10,13
원,4급Ⅱ,員,"[[['인원'], ['원']]]",口,7,10
위,4급Ⅱ,衛,"[[['지킬'], ['위']]]",行,9,15
위,4급Ⅱ,爲,"[[['하', '할'], ['위']]]",爪,8,12
육,4급Ⅱ,肉,"[[['고기'], ['육']]]",肉,0,6
은,4급Ⅱ,恩,"[[['은혜'], ['은']]]",心,6,10
음,4급Ⅱ,陰,"[[['그늘'], ['음']]]",阜,8,11
응,4급Ⅱ,應,"[[['응할'], ['응']]]",心,13,17
의,4급Ⅱ,議,"[[['의논할'], ['의']]]",言,13,20
의,4급Ⅱ,義,"[[['옳을'], ['의']]]",羊,7,13
이,4급Ⅱ,移,"[[['옮길'], ['이']]]",禾,6,11
익,4급Ⅱ,益,"[[['더할'], ['익']]]",皿,5,10
인,4급Ⅱ,印,"[[['도장'], ['인']]]",卩,4,6
인,4급Ⅱ,引,"[[['끌'], ['인']]]",弓,1,4
인,4급Ⅱ,認,"[[['알[知]'], ['인']]]",言,7,14
장,4급Ⅱ,將,"[[['장수'], ['장']]]",寸,8,11
장,4급Ⅱ,障,"[[['막을'], ['장']]]",阜,11,14
저,4급Ⅱ,低,"[[['낮을'], ['저']]]",人,5,7
적,4급Ⅱ,敵,"[[['대적할'], ['적']]]",攴,11,15
전,4급Ⅱ,田,"[[['밭'], ['전']]]",田,0,5
절,4급Ⅱ,絶,"[[['끊을'], ['절']]]",糸,6,12
접,4급Ⅱ,接,"[[['이을'], ['접']]]",手,8,11
정,4급Ⅱ,政,"[[['정사(政事)'], ['정']]]",攴,5,9
정,4급Ⅱ,程,"[[['한도', '길[道]'], ['정']]]",禾,7,12
정,4급Ⅱ,精,"[[['정할'], ['정']]]",米,8,14
제,4급Ⅱ,濟,"[[['건널'], ['제']]]",水,14,17
제,4급Ⅱ,提,"[[['끌'], ['제']]]",手,9,12
제,4급Ⅱ,制,"[[['절제할'], ['제']]]",刀,6,8
제,4급Ⅱ,製,"[[['지을'], ['제']]]",衣,8,14
제,4급Ⅱ,除,"[[['덜'], ['제']]]",阜,7,10
제,4급Ⅱ,際,"[[['즈음', '가[邊]'], ['제']]]",阜,11,14
제,4급Ⅱ,祭,"[[['제사'], ['제']]]",示,6,11
조,4급Ⅱ,鳥,"[[['새'], ['조']]]",鳥,0,11
조,4급Ⅱ,助,"[[['도울'], ['조']]]",力,5,7
조,4급Ⅱ,早,"[[['이를'], ['조']]]",日,2,6
조,4급Ⅱ,造,"[[['지을'], ['조']]]",辵,7,11
존,4급Ⅱ,尊,"[[['높을'], ['존']]]",寸,9,12
종,4급Ⅱ,宗,"[[['마루'], ['종']]]",宀,5,8
주,4급Ⅱ,走,"[[['달릴'], ['주']]]",走,0,7
죽,4급Ⅱ,竹,"[[['대'], ['죽']]]",竹,0,6
준,4급Ⅱ,準,"[[['준할'], ['준']]]",水,10,13
중,4급Ⅱ,衆,"[[['무리'], ['중']]]",血,6,12
증,4급Ⅱ,增,"[[['더할'], ['증']]]",土,12,15
지,4급Ⅱ,志,"[[['뜻'], ['지']]]",心,3,7
지,4급Ⅱ,指,"[[['가리킬'], ['지']]]",手,6,9
지,4급Ⅱ,支,"[[['지탱할'], ['지']]]",支,0,4
지,4급Ⅱ,至,"[[['이를'], ['지']]]",至,0,6
직,4급Ⅱ,職,"[[['직분'], ['직']]]",耳,12,18
진,4급Ⅱ,進,"[[['나아갈'], ['진']]]",辵,8,12
진,4급Ⅱ,眞,"[[['참'], ['진']]]",目,5,10
차,4급Ⅱ,次,"[[['버금'], ['차']]]",欠,2,6
찰,4급Ⅱ,察,"[[['살필'], ['찰']]]",宀,11,14
창,4급Ⅱ,創,"[[['비롯할'], ['창']]]",刀,10,12
처,4급Ⅱ,處,"[[['곳'], ['처']]]",虍,5,11
청,4급Ⅱ,請,"[[['청할'], ['청']]]",言,8,15
총,4급Ⅱ,總,"[[['다[皆]'], ['총']]]",糸,11,17
총,4급Ⅱ,銃,"[[['총'], ['총']]]",金,6,14
축,4급Ⅱ,築,"[[['쌓을'], ['축']]]",竹,10,16
축,4급Ⅱ,蓄,"[[['모을'], ['축']]]",艸,10,14
충,4급Ⅱ,忠,"[[['충성'], ['충']]]",心,4,8
충,4급Ⅱ,蟲,"[[['벌레'], ['충']]]",虫,12,18
취,4급Ⅱ,取,"[[['가질'], ['취']]]",又,6,8
측,4급Ⅱ,測,"[[['헤아릴'], ['측']]]",水,9,12
치,4급Ⅱ,治,"[[['다스릴'], ['치']]]",水,5,8
치,4급Ⅱ,置,"[[['둘[措]'], ['치']]]",网,8,13
치,4급Ⅱ,齒,"[[['이'], ['치']]]",齒,0,15
침,4급Ⅱ,侵,"[[['침노할'], ['침']]]",人,7,9
쾌,4급Ⅱ,快,"[[['쾌할'], ['쾌']]]",心,4,7
태,4급Ⅱ,態,"[[['모습'], ['태']]]",心,10,14
통,4급Ⅱ,統,"[[['거느릴'], ['통']]]",糸,6,12
퇴,4급Ⅱ,退,"[[['물러날'], ['퇴']]]",辵,6,10
파,4급Ⅱ,波,"[[['물결'], ['파']]]",水,5,8
파,4급Ⅱ,破,"[[['깨뜨릴'], ['파']]]",石,5,10
포,4급Ⅱ,砲,"[[['대포'], ['포']]]",石,5,10
포,4급Ⅱ,包,"[[['쌀[裹]'], ['포']]]",勹,3,5
포,4급Ⅱ,布,"[[['베', '펼'], ['포']], [['보시'], ['보']]]",巾,2,5
폭,4급Ⅱ,暴,"[[['사나울'], ['폭']], [['모질'], ['포']]]",日,11,15
표,4급Ⅱ,票,"[[['표'], ['표']]]",示,6,11
풍,4급Ⅱ,豊,"[[['풍년'], ['풍']]]",豆,6,13
한,4급Ⅱ,限,"[[['한할'], ['한']]]",阜,6,9
항,4급Ⅱ,航,"[[['배'], ['항']]]",舟,4,10
항,4급Ⅱ,港,"[[['항구'], ['항']]]",水,9,12
해,4급Ⅱ,解,"[[['풀'], ['해']]]",角,6,13
향,4급Ⅱ,鄕,"[[['시골'], ['향']]]",邑,10,13
향,4급Ⅱ,香,"[[['향기'], ['향']]]",香,0,9
허,4급Ⅱ,虛,"[[['빌'], ['허']]]",虍,6,12
험,4급Ⅱ,驗,"[[['시험'], ['험']]]",馬,13,23
현,4급Ⅱ,賢,"[[['어질'], ['현']]]",貝,8,15
혈,4급Ⅱ,血,"[[['피'], ['혈']]]",血,0,6
협,4급Ⅱ,協,"[[['화할'], ['협']]]",十,6,8
혜,4급Ⅱ,惠,"[[['은혜'], ['혜']]]",心,8,12
호,4급Ⅱ,好,"[[['좋을'], ['호']]]",女,3,6
호,4급Ⅱ,戶,"[[['집'], ['호']]]",戶,0,4
호,4급Ⅱ,護,"[[['도울'], ['호']]]",言,14,21
호,4급Ⅱ,呼,"[[['부를'], ['호']]]",口,5,8
화,4급Ⅱ,貨,"[[['재물'], ['화']]]",貝,4,11
확,4급Ⅱ,確,"[[['굳을'], ['확']]]",石,10,15
회,4급Ⅱ,回,"[[['돌아올'], ['회']]]",囗,3,6
흡,4급Ⅱ,吸,"[[['마실'], ['흡']]]",口,4,7
흥,4급Ⅱ,興,"[[['일[盛]'], ['흥']]]",臼,9,16
희,4급Ⅱ,希,"[[['바랄'], ['희']]]",巾,4,7
가,4급,暇,"[[['틈', '겨를'], ['가']]]",日,9,13
각,4급,刻,"[[['새길'], ['각']]]",刀,6,8
각,4급,覺,"[[['깨달을'], ['각']]]",見,13,20
간,4급,簡,"[[['대쪽', '간략할'], ['간']]]",竹,12,18
간,4급,看,"[[['볼'], ['간']]]",目,4,9
간,4급,干,"[[['방패'], ['간']]]",干,0,3
감,4급,甘,"[[['달'], ['감']]]",甘,0,5
감,4급,敢,"[[['감히', '구태여'], ['감']]]",攴,8,12
갑,4급,甲,"[[['갑옷'], ['갑']]]",田,0,5
강,4급,降,"[[['내릴'], ['강']], [['항복할'], ['항']]]",阜,6,9
거,4급,拒,"[[['막을'], ['거']]]",手,5,8
거,4급,居,"[[['살'], ['거']]]",尸,5,8
거,4급,據,"[[['근거'], ['거']]]",手,13,16
거,4급,巨,"[[['클'], ['거']]]",工,2,5
걸,4급,傑,"[[['뛰어날'], ['걸']]]",人,10,12
검,4급,儉,"[[['검소할'], ['검']]]",人,13,15
격,4급,擊,"[[['칠[打]'], ['격']]]",手,13,17
격,4급,激,"[[['격할'], ['격']]]",水,13,16
견,4급,堅,"[[['굳을'], ['견']]]",土,8,11
견,4급,犬,"[[['개'], ['견']]]",犬,0,4
경,4급,驚,"[[['놀랄'], ['경']]]",馬,13,23
경,4급,更,"[[['고칠'], ['경']], [['다시'], ['갱']]]",曰,3,7
경,4급,傾,"[[['기울'], ['경']]]",人,11,13
경,4급,鏡,"[[['거울'], ['경']]]",金,11,19
계,4급,階,"[[['섬돌'], ['계']]]",阜,9,12
계,4급,鷄,"[[['닭'], ['계']]]",鳥,10,21
계,4급,季,"[[['계절'], ['계']]]",子,5,8
계,4급,系,"[[['이어맬'], ['계']]]",糸,1,7
계,4급,繼,"[[['이을'], ['계']]]",糸,14,20
계,4급,戒,"[[['경계할'], ['계']]]",戈,3,7
고,4급,孤,"[[['외로울'], ['고']]]",子,5,8
고,4급,庫,"[[['곳집'], ['고']]]",广,7,10
곡,4급,穀,"[[['곡식'], ['곡']]]",禾,10,15
곤,4급,困,"[[['곤할'], ['곤']]]",囗,4,7
골,4급,骨,"[[['뼈'], ['골']]]",骨,0,10
공,4급,孔,"[[['구멍'], ['공']]]",子,1,4
공,4급,攻,"[[['칠[擊]'], ['공']]]",攴,3,7
관,4급,管,"[[['대롱', '주관할'], ['관']]]",竹,8,14
광,4급,鑛,"[[['쇳돌'], ['광']]]",金,15,23
구,4급,構,"[[['얽을'], ['구']]]",木,10,14
군,4급,君,"[[['임금'], ['군']]]",口,4,7
군,4급,群,"[[['무리'], ['군']]]",羊,7,13
굴,4급,屈,"[[['굽힐'], ['굴']]]",尸,5,8
궁,4급,窮,"[[['다할', '궁할'], ['궁']]]",穴,10,15
권,4급,券,"[[['문서'], ['권']]]",刀,6,8
권,4급,勸,"[[['권할'], ['권']]]",力,18,20
권,4급,卷,"[[['책'], ['권']]]",卩,6,8
귀,4급,歸,"[[['돌아갈'], ['귀']]]",止,14,18
균,4급,均,"[[['고를'], ['균']]]",土,4,7
극,4급,劇,"[[['심할'], ['극']]]",刀,13,15
근,4급,勤,"[[['부지런할'], ['근']]]",力,11,13
근,4급,筋,"[[['힘줄'], ['근']]]",竹,6,12
기,4급,機,"[[['틀'], ['기']]]",木,12,16
기,4급,寄,"[[['부칠'], ['기']]]",宀,8,11
기,4급,奇,"[[['기특할'], ['기']]]",大,5,8
기,4급,紀,"[[['벼리'], ['기']]]",糸,3,9
납,4급,納,"[[['들일'], ['납']]]",糸,4,10
단,4급,段,"[[['층계'], ['단']]]",殳,5,9
도,4급,徒,"[[['무리'], ['도']]]",彳,7,10
도,4급,盜,"[[['도둑'], ['도']]]",皿,7,12
도,4급,逃,"[[['도망할'], ['도']]]",辵,6,10
란,4급,亂,"[[['어지러울'], ['란']]]",乙,12,13
란,4급,卵,"[[['알'], ['란']]]",卩,5,7
람,4급,覽,"[[['볼'], ['람']]]",見,14,21
략,4급,略,"[[['간략할', '약할'], ['략']]]",田,6,11
량,4급,糧,"[[['양식'], ['량']]]",米,12,18
려,4급,慮,"[[['생각할'], ['려']]]",心,11,15
렬,4급,烈,"[[['매울'], ['렬']]]",火,6,10
룡,4급,龍,"[[['용'], ['룡']]]",龍,0,16
류,4급,柳,"[[['버들'], ['류']]]",木,5,9
륜,4급,輪,"[[['바퀴'], ['륜']]]",車,8,15
리,4급,離,"[[['떠날'], ['리']]]",隹,11,19
매,4급,妹,"[[['누이'], ['매']]]",女,5,8
면,4급,勉,"[[['힘쓸'], ['면']]]",力,7,9
명,4급,鳴,"[[['울'], ['명']]]",鳥,3,14
모,4급,模,"[[['본뜰'], ['모']]]",木,11,15
묘,4급,墓,"[[['무덤'], ['묘']]]",土,11,14
묘,4급,妙,"[[['묘할'], ['묘']]]",女,4,7
무,4급,舞,"[[['춤출'], ['무']]]",舛,8,14
박,4급,拍,"[[['칠'], ['박']]]",手,5,8
발,4급,髮,"[[['터럭'], ['발']]]",髟,5,15
방,4급,妨,"[[['방해할'], ['방']]]",女,4,7
범,4급,犯,"[[['범할'], ['범']]]",犬,2,5
범,4급,範,"[[['법'], ['범']]]",竹,9,15
변,4급,辯,"[[['말씀'], ['변']]]",辛,14,21
보,4급,普,"[[['넓을'], ['보']]]",日,8,12
복,4급,伏,"[[['엎드릴'], ['복']]]",人,4,6
복,4급,複,"[[['겹칠'], ['복']]]",衣,9,14
부,4급,否,"[[['아닐'], ['부']]]",口,4,7
부,4급,負,"[[['질[荷]'], ['부']]]",貝,2,9
분,4급,粉,"[[['가루'], ['분']]]",米,4,10
분,4급,憤,"[[['분할'], ['분']]]",心,12,15
비,4급,批,"[[['비평할'], ['비']]]",手,4,7
비,4급,祕,"[[['숨길'], ['비']]]",示,5,10
비,4급,碑,"[[['비석'], ['비']]]",石,8,13
사,4급,辭,"[[['말씀'], ['사']]]",辛,12,19
사,4급,私,"[[['사사(私事)'], ['사']]]",禾,2,7
사,4급,絲,"[[['실'], ['사']]]",糸,6,12
사,4급,射,"[[['쏠'], ['사']]]",寸,7,10
산,4급,散,"[[['흩을'], ['산']]]",攴,8,12
상,4급,傷,"[[['다칠'], ['상']]]",人,11,13
상,4급,象,"[[['코끼리'], ['상']]]",豕,5,12
선,4급,宣,"[[['베풀'], ['선']]]",宀,6,9
설,4급,舌,"[[['혀'], ['설']]]",舌,0,6
속,4급,屬,"[[['붙일'], ['속']]]",尸,18,21
손,4급,損,"[[['덜'], ['손']]]",手,10,13
송,4급,頌,"[[['기릴', '칭송할'], ['송']]]",頁,4,13
송,4급,松,"[[['소나무'], ['송']]]",木,4,8
수,4급,秀,"[[['빼어날'], ['수']]]",禾,2,7
숙,4급,叔,"[[['아재비'], ['숙']]]",又,6,8
숙,4급,肅,"[[['엄숙할'], ['숙']]]",聿,7,13
숭,4급,崇,"[[['높을'], ['숭']]]",山,8,11
씨,4급,氏,"[[['각시', '성씨(姓氏)'], ['씨']]]",氏,0,4
액,4급,額,"[[['이마'], ['액']]]",頁,9,18
양,4급,樣,"[[['모양'], ['양']]]",木,11,15
엄,4급,嚴,"[[['엄할'], ['엄']]]",口,17,20
여,4급,與,"[[['더불', '줄'], ['여']]]",臼,7,14
역,4급,域,"[[['지경'], ['역']]]",土,8,11
역,4급,易,"[[['바꿀'], ['역']], [['쉬울'], ['이']]]",日,4,8
연,4급,燃,"[[['탈'], ['연']]]",火,12,16
연,4급,鉛,"[[['납'], ['연']]]",金,5,13
연,4급,緣,"[[['인연'], ['연']]]",糸,9,15
연,4급,延,"[[['늘일'], ['연']]]",廴,4,7
영,4급,迎,"[[['맞을'], ['영']]]",辵,4,8
영,4급,映,"[[['비칠'], ['영']]]",日,5,9
영,4급,營,"[[['경영할'], ['영']]]",火,13,17
예,4급,豫,"[[['미리'], ['예']]]",豕,9,16
우,4급,優,"[[['넉넉할'], ['우']]]",人,15,17
우,4급,遇,"[[['만날'], ['우']]]",辵,9,13
우,4급,郵,"[[['우편'], ['우']]]",邑,8,11
원,4급,怨,"[[['원망할'], ['원']]]",心,5,9
원,4급,援,"[[['도울'], ['원']]]",手,9,12
원,4급,源,"[[['근원'], ['원']]]",水,10,13
위,4급,圍,"[[['에워쌀'], ['위']]]",囗,9,12
위,4급,委,"[[['맡길'], ['위']]]",女,5,8
위,4급,威,"[[['위엄'], ['위']]]",女,6,9
위,4급,慰,"[[['위로할'], ['위']]]",心,11,15
위,4급,危,"[[['위태할'], ['위']]]",卩,4,6
유,4급,遊,"[[['놀'], ['유']]]",辵,9,13
유,4급,乳,"[[['젖'], ['유']]]",乙,7,8
유,4급,儒,"[[['선비'], ['유']]]",人,14,16
유,4급,遺,"[[['남길'], ['유']]]",辵,12,16
은,4급,隱,"[[['숨을'], ['은']]]",阜,14,17
의,4급,依,"[[['의지할'], ['의']]]",人,6,8
의,4급,儀,"[[['거동'], ['의']]]",人,13,15
의,4급,疑,"[[['의심할'], ['의']]]",疋,9,14
이,4급,異,"[[['다를'], ['이']]]",田,6,11
인,4급,仁,"[[['어질'], ['인']]]",人,2,4
자,4급,資,"[[['재물'], ['자']]]",貝,6,13
자,4급,姿,"[[['모양'], ['자']]]",女,6,9
자,4급,姉,"[[['손윗누이'], ['자']]]",女,5,8
잔,4급,殘,"[[['남을'], ['잔']]]",歹,8,12
잡,4급,雜,"[[['섞일'], ['잡']]]",隹,10,18
장,4급,獎,"[[['장려할'], ['장']]]",犬,11,15
장,4급,裝,"[[['꾸밀'], ['장']]]",衣,7,13
장,4급,腸,"[[['창자'], ['장']]]",肉,9,13
장,4급,張,"[[['베풀'], ['장']]]",弓,8,11
장,4급,壯,"[[['장할'], ['장']]]",士,4,7
장,4급,帳,"[[['장막'], ['장']]]",巾,8,11
